player,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,games,minutes,minutes_per_game,minutes_pct,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,club,goals_pens,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
Bamba Dieng,FW,Senegal,22-270,2000.0,1.1,2.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,3.6,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,8.0,20.0,9.0,16.0,56.3,83.0,1.0,8.0,10.0,80.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.1,0.0,-0.1,2.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,100.0,25.0,27.8,0,,0,4,25.0,0,1.5,1.0,4.0,-3.0,-2.7,-3.05,1.2,1.1,0.0,0.04,-0.3,32.0,0.0,2.0,16.0,14.0,3.0,32.0,0.0,2.0,0.0,4.0,4.0,22.0,2.0,1.0,4.0,1.0,25.0,3.6,0.9,0.25,1.0,16.3,1.0,0.0,0.0,0.5,0.5,0.12,0.5,0.5,Marseille,1.0,0.9,0.0,0.9,0.9,0.9,0.6,0.45,0.05,0.5,0.45,0.5
Bartosz Bereszyński,DF,Poland,30-159,1992.0,3.8,6.0,2.0,6.0,0.0,0.0,3.0,6.0,50.0,3.0,4.0,1.0,3.0,2.0,8.0,17.0,0.0,1.0,0.26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,4.0,0.0,0.0,0.0,15.0,4.0,2.0,66.7,122.0,156.0,78.2,1828.0,659.0,64.0,73.0,87.7,44.0,53.0,83.0,8.0,17.0,47.1,0.0,0.0,0.1,0.0,0.0,2.0,3.0,0.0,5.0,112.0,44.0,5.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,6.0,4,341.0,85.0,94.7,4,85.0,3,0,,0,1.0,3.0,5.0,-2.0,-0.53,-0.53,4.5,6.6,-2.0,-0.54,2.77,197.0,18.0,74.0,88.0,37.0,3.0,197.0,1.0,7.0,14.3,4.0,3.0,86.0,4.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Sampdoria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bassam Al-Rawi,DF,Qatar,25-002,1997.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0,47.0,57.0,82.5,1084.0,320.0,11.0,11.0,100.0,28.0,32.0,87.5,8.0,13.0,61.5,0.0,0.0,0.2,0.0,1.0,6.0,0.0,0.0,6.0,53.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,90.0,90.0,33.3,1,90.0,1,0,,0,0.0,0.0,2.0,-2.0,-2.0,0.0,0.3,1.2,-0.9,-0.86,-0.23,68.0,7.0,34.0,34.0,0.0,0.0,68.0,1.0,1.0,100.0,0.0,1.0,47.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Al Duhail SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
Ben Davies,DF,Wales,29-238,1993.0,2.6,4.0,2.0,0.0,2.0,2.0,2.0,2.0,100.0,0.0,4.0,2.0,2.0,1.0,5.0,8.0,1.0,4.0,1.51,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,4.0,63.6,122.0,161.0,75.8,2585.0,1096.0,42.0,50.0,84.0,56.0,67.0,83.6,22.0,34.0,64.7,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0,135.0,25.0,8.0,0.0,5.0,17.0,0.0,0.0,0.0,0.0,1.0,7.0,3,238.0,79.0,88.1,3,79.0,2,0,,0,0.33,1.0,5.0,-4.0,-1.51,1.3,2.5,3.4,-0.9,-0.34,2.41,184.0,14.0,75.0,95.0,14.0,3.0,184.0,2.0,3.0,66.7,1.0,0.0,101.0,1.0,0.0,3.0,2.0,66.7,1.13,0.76,0.0,0.0,12.1,0.0,0.0,0.0,0.3,0.3,0.12,-0.3,-0.3,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.13,0.0,0.13,0.13,0.13
Benjamin Pavard,DF,France,26-265,1996.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,1.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,,82.0,90.0,91.1,1249.0,249.0,47.0,48.0,97.9,32.0,35.0,91.4,2.0,6.0,33.3,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,84.0,6.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,88.0,88.0,13.3,1,88.0,0,0,,6,3.0,4.0,1.0,3.0,3.07,2.28,3.7,0.5,3.2,3.24,3.15,94.0,0.0,20.0,63.0,12.0,0.0,94.0,0.0,0.0,,0.0,0.0,72.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Bayern Munich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernardo Silva,MF,Portugal,28-130,1994.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,3.0,0.0,3.0,2.0,4.0,0.0,0.0,13.0,3.28,11.0,1.0,0.0,0.0,1.0,0.0,3.0,0.76,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,32.0,1.0,2.0,33.3,256.0,292.0,87.7,4147.0,777.0,143.0,153.0,93.5,87.0,92.0,94.6,20.0,30.0,66.7,0.0,0.4,0.3,-0.4,5.0,16.0,1.0,0.0,12.0,274.0,17.0,10.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0,8.0,5,356.0,71.0,79.1,4,87.0,2,1,9.0,0,1.8,10.0,4.0,6.0,1.52,1.52,6.4,5.0,1.4,0.36,0.54,309.0,7.0,42.0,168.0,101.0,8.0,309.0,1.0,4.0,25.0,4.0,4.0,237.0,11.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,,10.7,0.0,0.0,0.0,0.2,0.2,0.18,-0.2,-0.2,Manchester City,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.04,0.09,0.14,0.04,0.14
Bilal El Khannous,MF,Morocco,18-222,2004.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.64,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.64,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,24.0,83.3,337.0,67.0,8.0,9.0,88.9,5.0,5.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,55.0,55.0,8.3,1,55.0,0,0,,6,0.0,1.0,2.0,-1.0,-1.64,-1.93,0.8,0.4,0.4,0.68,0.86,29.0,2.0,8.0,13.0,8.0,0.0,29.0,0.0,1.0,0.0,1.0,0.0,23.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Genk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borna Barišić,DF,Croatia,30-038,1992.0,1.3,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,11.0,0.0,0.0,0.0,3.0,6.0,2.0,75.0,50.0,69.0,72.5,818.0,290.0,23.0,26.0,88.5,19.0,27.0,70.4,5.0,11.0,45.5,0.0,0.1,0.2,-0.1,1.0,2.0,4.0,3.0,3.0,56.0,13.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,120.0,120.0,17.4,1,120.0,1,0,,6,1.0,1.0,1.0,0.0,0.0,-0.16,1.4,1.2,0.2,0.24,0.88,81.0,5.0,22.0,41.0,19.0,2.0,81.0,0.0,0.0,,1.0,0.0,44.0,1.0,0.0,1.0,0.0,0.0,0.75,0.0,0.0,,24.8,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,Rangers,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.14,0.02,0.14
Borna Sosa,DF,Croatia,24-331,1998.0,4.7,14.0,6.0,9.0,3.0,2.0,10.0,12.0,83.3,2.0,4.0,0.0,4.0,2.0,16.0,18.0,0.0,3.0,0.64,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,21.0,0.0,0.0,0.0,14.0,4.0,4.0,50.0,220.0,278.0,79.1,3068.0,1123.0,143.0,154.0,92.9,61.0,83.0,73.5,10.0,23.0,43.5,0.0,0.4,0.5,-0.4,2.0,11.0,3.0,2.0,9.0,237.0,40.0,2.0,0.0,1.0,38.0,0.0,0.0,0.0,0.0,1.0,5.0,5,424.0,85.0,61.4,5,85.0,3,0,,1,1.2,4.0,4.0,0.0,0.0,-0.34,4.5,7.7,-3.2,-0.69,-0.42,333.0,18.0,106.0,138.0,90.0,3.0,333.0,2.0,4.0,50.0,6.0,3.0,216.0,8.0,0.0,2.0,0.0,0.0,0.42,0.0,0.0,,28.4,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,Stuttgart,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.01,0.08,0.09,0.01,0.09
Boualem Khoukhi,DF,Qatar,32-162,1990.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,50.0,1.0,6.0,2.0,4.0,3.0,5.0,18.0,1.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,7.0,46.2,169.0,197.0,85.8,3293.0,1402.0,59.0,66.0,89.4,82.0,91.0,90.1,25.0,35.0,71.4,0.0,0.0,0.2,0.0,0.0,2.0,0.0,0.0,4.0,184.0,12.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3,270.0,90.0,100.0,3,90.0,3,0,,0,0.0,1.0,7.0,-6.0,-2.0,,1.4,3.5,-2.1,-0.71,,232.0,52.0,151.0,77.0,5.0,4.0,232.0,0.0,3.0,0.0,2.0,1.0,155.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Al Sadd SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boulaye Dia,FW,Senegal,26-032,1996.0,3.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,5.0,1.42,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.28,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,7.0,5.0,7.0,41.7,39.0,53.0,73.6,471.0,53.0,27.0,33.0,81.8,9.0,10.0,90.0,1.0,1.0,100.0,0.0,0.0,0.1,0.0,1.0,1.0,2.0,0.0,3.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4,318.0,80.0,88.3,4,80.0,1,0,,0,1.5,5.0,5.0,0.0,0.0,4.29,3.8,3.0,0.8,0.22,-0.3,81.0,3.0,5.0,27.0,51.0,11.0,81.0,1.0,4.0,25.0,9.0,8.0,56.0,21.0,1.0,8.0,3.0,37.5,2.26,0.85,0.13,0.33,14.2,0.0,0.0,0.0,0.7,0.7,0.09,0.3,0.3,Salernitana,1.0,0.28,0.0,0.28,0.28,0.28,0.8,0.21,0.01,0.22,0.21,0.22
Brandon Aguilera,MF,Costa Rica,19-173,2003.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,50.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,2.0,1.0,66.7,27.0,38.0,71.1,398.0,134.0,12.0,16.0,75.0,13.0,13.0,100.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,35.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3,90.0,30.0,33.3,1,45.0,0,2,23.0,0,1.0,1.0,4.0,-3.0,-3.0,-0.5,0.3,2.5,-2.2,-2.21,1.04,44.0,1.0,17.0,25.0,3.0,0.0,44.0,2.0,3.0,66.7,1.0,3.0,31.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Asociación Deportiva Guanacasteca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breel Embolo,FW,Switzerland,25-307,1997.0,3.6,1.0,0.0,0.0,0.0,1.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,6.0,1.67,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,20.0,46.0,62.0,74.2,672.0,66.0,22.0,29.0,75.9,19.0,23.0,82.6,2.0,3.0,66.7,0.0,0.1,0.1,-0.1,2.0,0.0,1.0,0.0,3.0,53.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4,323.0,81.0,89.7,4,81.0,0,0,,0,1.5,5.0,7.0,-2.0,-0.56,4.31,5.4,4.8,0.6,0.16,0.79,92.0,3.0,4.0,44.0,45.0,10.0,92.0,2.0,6.0,33.3,10.0,10.0,76.0,23.0,2.0,6.0,3.0,50.0,1.67,0.84,0.33,0.67,10.5,0.0,0.0,0.0,2.3,2.3,0.38,-0.3,-0.3,Monaco,2.0,0.56,0.0,0.56,0.56,0.56,2.4,0.64,0.03,0.66,0.64,0.66
Brenden Aaronson,MF,United States,22-057,2000.0,1.2,3.0,2.0,1.0,1.0,1.0,0.0,0.0,,0.0,5.0,0.0,5.0,1.0,4.0,0.0,0.0,3.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,41.0,50.0,82.0,566.0,125.0,24.0,27.0,88.9,14.0,15.0,93.3,0.0,2.0,0.0,0.0,0.2,0.1,-0.2,3.0,3.0,3.0,0.0,5.0,46.0,4.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,4,108.0,27.0,30.0,0,,0,4,27.0,0,1.25,1.0,2.0,-1.0,-0.83,-0.83,0.9,2.7,-1.8,-1.51,-2.05,78.0,1.0,9.0,39.0,30.0,7.0,78.0,2.0,11.0,18.2,8.0,4.0,53.0,4.0,0.0,1.0,0.0,0.0,0.83,0.0,0.0,,4.9,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1,Leeds United,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.06,0.18,0.24,0.06,0.24
Brennan Johnson,FW,Wales,21-209,2001.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,17.0,58.8,143.0,60.0,7.0,11.0,63.6,3.0,6.0,50.0,0.0,0.0,,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,91.0,30.0,33.7,0,,0,3,30.0,0,0.33,1.0,5.0,-4.0,-3.96,-3.45,1.4,2.3,-0.9,-0.89,-0.4,33.0,2.0,6.0,6.0,21.0,7.0,33.0,0.0,5.0,0.0,3.0,2.0,17.0,4.0,0.0,3.0,1.0,33.3,2.97,0.99,0.0,0.0,14.6,0.0,0.0,0.0,0.2,0.2,0.07,-0.2,-0.2,Nott'ham Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.21,0.0,0.21,0.21,0.21
Bruno Fernandes,FW,Portugal,28-101,1994.0,4.0,4.0,3.0,3.0,1.0,0.0,0.0,3.0,0.0,3.0,7.0,1.0,6.0,2.0,6.0,4.0,0.0,15.0,3.79,9.0,6.0,0.0,0.0,0.0,0.0,4.0,1.01,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,1.0,26.0,0.0,0.0,0.0,23.0,2.0,8.0,20.0,188.0,233.0,80.7,3623.0,1060.0,101.0,109.0,92.7,49.0,56.0,87.5,34.0,54.0,63.0,3.0,1.7,1.2,1.3,9.0,17.0,9.0,2.0,23.0,200.0,33.0,11.0,3.0,17.0,6.0,16.0,2.0,9.0,0.0,0.0,7.0,4,356.0,89.0,79.1,4,89.0,3,0,,1,2.25,10.0,4.0,6.0,1.52,1.52,6.5,4.8,1.6,0.41,0.76,266.0,6.0,34.0,121.0,114.0,8.0,265.0,3.0,6.0,50.0,7.0,4.0,192.0,18.0,2.0,7.0,2.0,28.6,1.77,0.51,0.14,0.5,24.5,0.0,1.0,1.0,1.1,0.3,0.05,0.9,0.7,Manchester Utd,1.0,0.51,0.76,1.26,0.25,1.01,2.0,0.28,0.42,0.71,0.08,0.51
Bruno Guimarães,MF,Brazil,25-032,1997.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,0.0,100.0,43.0,54.0,79.6,663.0,251.0,23.0,25.0,92.0,13.0,16.0,81.3,5.0,7.0,71.4,0.0,0.0,0.3,0.0,0.0,3.0,0.0,0.0,4.0,51.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2,69.0,35.0,14.4,0,,0,2,35.0,3,1.5,1.0,1.0,0.0,0.0,-1.09,1.8,0.3,1.5,1.92,0.07,67.0,2.0,6.0,28.0,33.0,7.0,67.0,2.0,2.0,100.0,3.0,2.0,53.0,2.0,0.0,5.0,2.0,40.0,6.52,2.61,0.0,0.0,12.4,0.0,0.0,0.0,0.7,0.7,0.14,-0.7,-0.7,Newcastle Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.92,0.0,0.92,0.92,0.92
Bruno Petković,FW,Croatia,28-093,1994.0,2.6,6.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,6.0,0.0,0.0,7.0,3.09,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,9.0,8.0,13.0,38.1,40.0,75.0,53.3,590.0,119.0,22.0,34.0,64.7,10.0,17.0,58.8,4.0,8.0,50.0,0.0,0.3,0.2,-0.3,4.0,7.0,0.0,0.0,5.0,71.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6,234.0,39.0,33.9,1,61.0,0,5,35.0,1,1.5,4.0,3.0,1.0,0.38,0.38,3.2,4.9,-1.7,-0.76,-0.33,101.0,3.0,7.0,55.0,41.0,13.0,101.0,2.0,4.0,50.0,7.0,10.0,90.0,10.0,1.0,1.0,1.0,100.0,0.38,0.38,1.0,1.0,16.2,0.0,0.0,0.0,0.1,0.1,0.12,0.9,0.9,Dinamo Zagreb,1.0,0.38,0.0,0.38,0.38,0.38,0.5,0.05,0.15,0.2,0.05,0.2
Bryan Mbeumo,FW,Cameroon,23-133,1999.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,8.0,3.23,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,12.0,0.0,0.0,0.0,7.0,5.0,9.0,35.7,49.0,85.0,57.6,742.0,230.0,36.0,47.0,76.6,10.0,21.0,47.6,3.0,11.0,27.3,0.0,0.3,0.2,-0.3,5.0,4.0,2.0,0.0,4.0,74.0,11.0,5.0,0.0,0.0,0.0,6.0,3.0,2.0,0.0,0.0,3.0,3,233.0,78.0,86.3,3,78.0,1,0,,0,1.33,3.0,4.0,-1.0,-0.39,-2.82,3.1,4.2,-1.0,-0.42,2.07,106.0,2.0,13.0,47.0,48.0,4.0,106.0,1.0,7.0,14.3,6.0,1.0,76.0,11.0,0.0,2.0,2.0,100.0,0.77,0.77,0.0,0.0,11.3,0.0,0.0,0.0,0.2,0.2,0.1,-0.2,-0.2,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.08,0.11,0.19,0.08,0.19
Bryan Oviedo,DF,Costa Rica,32-303,1990.0,2.9,6.0,5.0,3.0,2.0,1.0,4.0,6.0,66.7,2.0,3.0,1.0,2.0,3.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,14.0,2.0,0.0,100.0,67.0,89.0,75.3,1012.0,339.0,37.0,45.0,82.2,28.0,32.0,87.5,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,77.0,10.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,3,260.0,87.0,96.3,3,87.0,1,0,,0,1.0,3.0,9.0,-6.0,-2.08,15.92,1.4,9.0,-7.5,-2.61,7.77,112.0,12.0,49.0,42.0,24.0,1.0,112.0,0.0,2.0,0.0,1.0,0.0,60.0,4.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Real Salt Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Ruiz,MF,Costa Rica,37-122,1985.0,0.3,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,50.0,8.0,12.0,66.7,114.0,11.0,5.0,5.0,100.0,3.0,4.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,30.0,30.0,11.1,0,,0,1,30.0,2,0.0,0.0,3.0,-3.0,-9.0,-7.13,0.0,0.9,-0.9,-2.57,0.37,14.0,1.0,4.0,10.0,0.0,0.0,14.0,1.0,1.0,100.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Liga Deportiva Alajuelense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
